category,price,discount,quantity,payment_method,order_date,delivered_date,region,returned,total_amount,shipping_cost,profit_margin,customer_age,customer_gender,delivery_days,age_group,return_probability,risk_score,risk_level
Fashion,5.28,0,5,Credit Card,27-08-2025,01-09-2025,East,0,26.4,6.45,2.79,41,Female,5,36-45,0.44692341,44.69,Medium
Grocery,10.24,0,2,PayPal,09-10-2023,14-10-2023,Central,0,20.48,4.45,-2.81,65,Female,5,60+,0.041197009,4.12,Low
Home,38.69,0.1,1,PayPal,07-09-2024,15-09-2024,West,0,34.82,4.8,4.95,67,Male,8,60+,0.36250891,36.25,Medium
Grocery,6.43,0,1,Debit Card,11-03-2025,16-03-2025,West,0,6.43,4.07,-3.56,60,Female,5,46-60,0.195860841,19.59,Low
Electronics,220.98,0,1,PayPal,21-03-2025,28-03-2025,South,1,220.98,8.06,18.46,35,Male,7,26-35,0.557610813,55.76,High
Electronics,316.79,0.05,1,Debit Card,06-01-2024,11-01-2024,South,0,300.95,8.02,28.09,21,Female,5,18-25,0.535158616,53.52,High
Home,67.65,0,2,UPI,20-05-2024,24-05-2024,South,0,135.3,7.73,30.15,53,Female,4,46-60,0.483909922,48.39,Medium
Grocery,14.63,0,1,PayPal,09-07-2024,13-07-2024,Central,0,14.63,4.35,-3.18,68,Male,4,60+,0.093960211,9.4,Low
Beauty,8.09,0,1,Debit Card,18-01-2025,24-01-2025,East,0,8.09,3.26,0.38,44,Female,6,36-45,0.396203975,39.62,Medium
Toys,32.68,0,1,Credit Card,31-03-2025,04-04-2025,North,0,32.68,4,9.07,37,Female,4,36-45,0.429944955,42.99,Medium
Fashion,50.28,0,4,COD,24-09-2023,29-09-2023,North,0,201.12,7.75,62.64,29,Female,5,26-35,0.452178357,45.22,Medium
Electronics,190.89,0,1,Debit Card,21-07-2024,24-07-2024,Central,0,190.89,6.56,16.35,23,Male,3,18-25,0.464805175,46.48,Medium
Fashion,42.32,0.2,1,Credit Card,25-11-2023,30-11-2023,West,0,33.86,7.46,4.39,67,Female,5,60+,0.367846362,36.78,Medium
Sports,60.88,0,1,COD,06-12-2024,10-12-2024,West,0,60.88,7.21,11.05,36,Male,4,36-45,0.413090165,41.31,Medium
Toys,42.88,0,4,Credit Card,22-09-2024,27-09-2024,East,0,171.52,8.89,59.72,68,Female,5,60+,0.357104289,35.71,Low
Home,114.07,0.2,1,Wallet,27-11-2023,04-12-2023,Central,0,91.26,6.64,18.91,31,Male,7,26-35,0.406337765,40.63,Medium
Fashion,81.41,0,1,Credit Card,04-12-2023,09-12-2023,Central,0,81.41,6.6,21.89,60,Other,5,46-60,0.596631729,59.66,High
Beauty,41.82,0.05,1,PayPal,28-11-2023,04-12-2023,North,1,39.73,4.93,12.95,43,Male,6,36-45,0.503118928,50.31,High
Fashion,70.1,0,1,Credit Card,10-08-2025,15-08-2025,South,0,70.1,7.67,16.86,43,Female,5,36-45,0.583589227,58.36,High
Beauty,37.04,0.1,1,UPI,01-02-2025,05-02-2025,North,0,33.34,4.34,10.66,33,Male,4,26-35,0.448753923,44.88,Medium
Electronics,132.64,0,1,Debit Card,22-08-2024,27-08-2024,North,0,132.64,6.04,9.88,49,Female,5,46-60,0.463469712,46.35,Medium
Toys,42.28,0,1,Debit Card,14-06-2025,19-06-2025,West,0,42.28,6.88,10.03,62,Female,5,60+,0.456611764,45.66,Medium
Toys,26.2,0,3,UPI,06-05-2024,11-05-2024,South,0,78.6,6.57,24.87,26,Female,5,26-35,0.358453891,35.85,Low
Beauty,4.36,0,1,Debit Card,29-10-2024,03-11-2024,West,0,4.36,3.56,-1.6,20,Male,5,18-25,0.313425531,31.34,Low
Electronics,389.02,0.05,4,PayPal,24-03-2024,01-04-2024,East,1,1478.28,9.4,167.99,51,Male,8,46-60,0.580182932,58.02,High
Fashion,37.34,0.1,1,Credit Card,25-01-2025,30-01-2025,Central,0,33.61,5.2,6.56,20,Female,5,18-25,0.500978293,50.1,High
Electronics,99.93,0,1,Credit Card,08-09-2025,13-09-2025,South,0,99.93,6.5,5.49,19,Male,5,18-25,0.43611096,43.61,Medium
Beauty,18.7,0.05,1,Debit Card,28-02-2025,04-03-2025,West,0,17.76,3.45,4.54,38,Female,4,36-45,0.432271466,43.23,Medium
Electronics,880.51,0,1,Debit Card,15-04-2025,21-04-2025,East,0,880.51,11.74,93.92,60,Male,6,46-60,0.468067247,46.81,Medium
Toys,43.06,0,1,COD,25-04-2025,01-05-2025,East,1,43.06,5.49,11.73,30,Male,6,26-35,0.468575981,46.86,Medium
Toys,3.78,0,2,COD,03-05-2024,09-05-2024,South,1,7.56,2.13,0.89,25,Female,6,18-25,0.43873177,43.87,Medium
Electronics,238.74,0,1,UPI,09-12-2023,15-12-2023,East,0,238.74,8.13,20.52,45,Female,6,36-45,0.556725977,55.67,High
Sports,80.05,0,2,Debit Card,22-03-2024,26-03-2024,North,0,160.1,5.64,42.39,39,Female,4,36-45,0.377523595,37.75,Medium
Sports,125.51,0,3,Debit Card,09-08-2024,13-08-2024,West,0,376.53,9.48,103.48,26,Female,4,26-35,0.435149234,43.51,Medium
Home,201.57,0,1,Credit Card,15-06-2025,18-06-2025,Central,0,201.57,7.86,48.58,46,Male,3,46-60,0.500019867,50,High
Electronics,623.01,0.05,2,PayPal,24-07-2024,30-07-2024,South,0,1183.72,8.81,133.24,57,Male,6,46-60,0.481020887,48.1,Medium
Electronics,344.86,0.1,2,PayPal,28-01-2025,02-02-2025,West,0,620.75,11.46,63.03,36,Female,5,36-45,0.58179318,58.18,High
Sports,220.33,0,1,Credit Card,18-06-2024,22-06-2024,West,0,220.33,9.45,56.65,53,Male,4,46-60,0.497839392,49.78,Medium
Fashion,44.98,0.15,1,Credit Card,23-11-2023,27-11-2023,South,0,38.23,4.22,9.16,53,Male,4,46-60,0.471475415,47.15,Medium
Beauty,3.57,0.05,4,Credit Card,17-05-2024,22-05-2024,East,0,13.57,3.29,2.82,37,Male,5,36-45,0.37274183,37.27,Medium
Toys,14.07,0.15,1,COD,18-10-2023,24-10-2023,East,0,11.96,5.58,-0.8,47,Female,6,46-60,0.380661645,38.07,Medium
Beauty,7.31,0,1,COD,11-02-2025,14-02-2025,Central,0,7.31,4.45,-1.16,24,Female,3,18-25,0.335470921,33.55,Low
Grocery,12.24,0,1,COD,14-03-2024,17-03-2024,North,0,12.24,3.57,-2.59,52,Male,3,46-60,0.171446318,17.14,Low
Sports,122.29,0,3,COD,11-11-2024,16-11-2024,Central,0,366.87,10.68,99.38,56,Male,5,46-60,0.455157946,45.52,Medium
Fashion,61.18,0,1,COD,14-01-2025,19-01-2025,East,0,61.18,4.96,16.45,40,Female,5,36-45,0.550574703,55.06,High
Toys,15.26,0,3,Debit Card,10-11-2023,17-11-2023,West,0,45.78,4.13,14.18,47,Male,7,46-60,0.364437773,36.44,Medium
Fashion,67.05,0,2,UPI,23-04-2024,27-04-2024,South,0,134.1,8.55,38.38,52,Male,4,46-60,0.561841766,56.18,High
Grocery,2.6,0,3,Credit Card,04-12-2024,09-12-2024,South,0,7.8,1.78,-1.16,23,Male,5,18-25,0.103721997,10.37,Low
Home,398.65,0.05,2,Debit Card,19-05-2025,26-05-2025,East,0,757.44,10.5,201.58,25,Male,7,18-25,0.399282581,39.93,Medium
Grocery,25.4,0.1,1,PayPal,13-05-2024,18-05-2024,South,0,22.86,4.38,-2.55,51,Other,5,46-60,0.027643425,2.76,Low
Fashion,99.95,0.15,1,Credit Card,19-08-2024,24-08-2024,West,0,84.96,7.62,22.12,21,Male,5,18-25,0.526395361,52.64,High
Electronics,60.92,0,1,Credit Card,05-02-2024,09-02-2024,Central,0,60.92,6.48,0.83,20,Male,4,18-25,0.413814095,41.38,Medium
Fashion,17.81,0,1,PayPal,14-07-2024,18-07-2024,West,1,17.81,3.02,3.21,62,Female,4,60+,0.613479628,61.35,High
Electronics,83.98,0.05,3,Credit Card,10-05-2024,14-05-2024,West,1,239.34,7.6,21.12,59,Male,4,46-60,0.548668431,54.87,High
Sports,207.2,0.05,4,Credit Card,19-07-2025,23-07-2025,South,0,787.36,9.39,226.82,45,Male,4,36-45,0.376734188,37.67,Medium
Fashion,73.14,0.15,1,Credit Card,19-06-2024,26-06-2024,South,0,62.17,7.87,13.89,27,Male,7,26-35,0.53409873,53.41,High
Beauty,5.48,0,1,Debit Card,24-03-2024,29-03-2024,Central,0,5.48,2.19,0.28,24,Other,5,18-25,0.279822219,27.98,Low
Sports,60.57,0,2,COD,25-11-2023,30-11-2023,South,0,121.14,6.46,29.88,32,Male,5,26-35,0.387550399,38.76,Medium
Sports,80.53,0,1,UPI,21-11-2024,27-11-2024,West,0,80.53,6.49,17.67,31,Male,6,26-35,0.417517653,41.75,Medium
Toys,26.7,0.2,4,PayPal,28-10-2024,31-10-2024,North,0,85.44,6.47,27.71,55,Male,3,46-60,0.292786089,29.28,Low
Electronics,162.88,0,1,COD,14-12-2023,19-12-2023,West,0,162.88,6.99,12.56,58,Male,5,46-60,0.453841714,45.38,Medium
Electronics,161.51,0.05,1,Debit Card,22-12-2024,25-12-2024,Central,0,153.43,6.02,12.39,38,Male,3,36-45,0.417295503,41.73,Medium
Electronics,296.52,0,1,PayPal,20-07-2024,27-07-2024,South,0,296.52,10.27,25.31,21,Male,7,18-25,0.531480405,53.15,High
Electronics,292.33,0,1,Credit Card,21-10-2023,26-10-2023,South,0,292.33,8.69,26.39,49,Male,5,46-60,0.549316251,54.93,High
Home,25.66,0,1,Wallet,17-09-2023,20-09-2023,Central,0,25.66,4.48,2.7,29,Male,3,26-35,0.382468612,38.25,Medium
Grocery,17.42,0.05,1,Debit Card,27-02-2025,04-03-2025,West,0,16.55,4.85,-3.53,35,Male,5,26-35,0.060149047,6.01,Low
Fashion,14.67,0,1,COD,23-04-2024,29-04-2024,South,0,14.67,5.47,-0.34,40,Male,6,36-45,0.534020053,53.4,High
Home,259.66,0.2,1,PayPal,08-07-2024,14-07-2024,East,0,207.73,8.55,49.61,34,Male,6,26-35,0.440423888,44.04,Medium
Toys,31.18,0,1,COD,12-01-2024,18-01-2024,East,0,31.18,5.13,7.34,50,Female,6,46-60,0.439788117,43.98,Medium
Grocery,53.12,0.3,1,Debit Card,15-01-2024,20-01-2024,East,0,37.18,4.67,-1.7,30,Female,5,26-35,0.0183491,1.83,Low
Grocery,3.47,0.05,1,COD,01-07-2025,06-07-2025,South,0,3.3,2.49,-2.23,54,Female,5,46-60,0.089434419,8.94,Low
Toys,58.87,0,1,Wallet,26-12-2023,29-12-2023,North,0,58.87,3.55,20,54,Male,3,46-60,0.368107262,36.81,Medium
Home,183.71,0,1,Credit Card,15-06-2024,20-06-2024,Central,1,183.71,9.32,42.12,30,Male,5,26-35,0.548371814,54.84,High
Fashion,109.75,0.1,1,Credit Card,02-05-2025,05-05-2025,North,0,98.78,6.54,28.03,33,Male,3,26-35,0.4588424,45.88,Medium
Beauty,3.85,0,3,Credit Card,20-11-2024,24-11-2024,South,0,11.55,3,2.2,23,Male,4,18-25,0.324310068,32.43,Low
Fashion,24.03,0.1,1,Credit Card,14-10-2023,21-10-2023,South,0,21.63,4.55,3.02,44,Female,7,36-45,0.473261524,47.33,Medium
Electronics,59.72,0.05,1,Credit Card,19-09-2023,25-09-2023,South,0,56.73,7.28,-0.47,52,Other,6,46-60,0.396896896,39.69,Medium
Grocery,3.64,0,1,Credit Card,07-06-2024,11-06-2024,South,0,3.64,3.83,-3.54,51,Other,4,46-60,0.319183293,31.92,Low
Home,293.94,0.05,1,COD,10-06-2025,16-06-2025,West,0,279.24,8.38,69.81,58,Female,6,46-60,0.516163413,51.62,High
Home,79.66,0.15,1,UPI,07-06-2025,10-06-2025,Central,0,67.71,6.64,12.32,50,Female,3,46-60,0.467914294,46.79,Medium
Beauty,30.27,0.2,1,COD,13-10-2024,18-10-2024,West,0,24.22,5.67,5.23,45,Female,5,36-45,0.407172871,40.72,Medium
Home,97.1,0.2,1,Credit Card,19-01-2025,24-01-2025,South,0,77.68,5.03,16.72,52,Female,5,46-60,0.358029748,35.8,Low
Home,94.5,0,1,Debit Card,21-05-2025,26-05-2025,Central,1,94.5,6.16,20.3,63,Female,5,60+,0.541198159,54.12,High
Grocery,14.81,0.05,1,Debit Card,31-03-2024,03-04-2024,North,0,14.07,3.9,-2.77,36,Male,3,36-45,0.117348699,11.73,Low
Toys,13.22,0,1,Debit Card,08-06-2024,14-06-2024,East,0,13.22,3.91,1.38,40,Male,6,36-45,0.441169772,44.12,Medium
Fashion,6.03,0.15,1,COD,07-01-2025,11-01-2025,West,0,5.13,1.68,0.12,56,Female,4,46-60,0.139023665,13.9,Low
Fashion,84.26,0,1,Debit Card,28-07-2024,03-08-2024,East,0,84.26,6.51,22.98,49,Male,6,46-60,0.582851464,58.29,High
Sports,41.41,0,1,Debit Card,10-03-2025,13-03-2025,North,0,41.41,6.26,6.16,32,Male,3,26-35,0.386455536,38.65,Medium
Beauty,30.27,0,1,Wallet,10-12-2023,15-12-2023,South,0,30.27,5.19,8.43,32,Male,5,26-35,0.468642832,46.86,Medium
Toys,23.11,0,2,Credit Card,08-11-2023,14-11-2023,South,0,46.22,4.62,13.87,19,Female,6,18-25,0.381588183,38.16,Medium
Sports,25.36,0.05,2,Credit Card,24-01-2024,27-01-2024,Central,0,48.18,6.22,8.23,29,Male,3,26-35,0.372049244,37.2,Medium
Sports,27.69,0,1,Credit Card,18-07-2024,23-07-2024,North,0,27.69,2.69,5.62,54,Female,5,46-60,0.305125165,30.51,Low
Grocery,8.82,0.15,3,Credit Card,15-05-2025,20-05-2025,South,0,22.49,5.3,-3.5,19,Female,5,18-25,0.017097138,1.71,Low
Toys,10.23,0.05,1,PayPal,24-08-2025,28-08-2025,North,0,9.72,2.75,1.14,19,Female,4,18-25,0.301249491,30.12,Low
Fashion,20.7,0.05,1,Credit Card,06-08-2025,09-08-2025,Central,0,19.66,3.92,2.96,39,Male,3,36-45,0.512144852,51.21,High
Toys,9.28,0,2,Wallet,22-09-2024,27-09-2024,North,0,18.56,4.92,2.5,55,Female,5,46-60,0.411606506,41.16,Medium
Fashion,19.44,0,1,Credit Card,07-08-2025,11-08-2025,North,0,19.44,4.21,2.59,24,Other,4,18-25,0.566572643,56.66,High
Grocery,2.55,0.15,1,Debit Card,09-06-2025,13-06-2025,South,0,2.17,1.93,-1.76,68,Female,4,60+,0.02307106,2.31,Low
Toys,3.81,0,1,UPI,11-02-2024,15-02-2024,North,0,3.81,3.2,-1.68,20,Male,4,18-25,0.221647571,22.16,Low
Electronics,739.17,0.05,1,UPI,02-05-2024,08-05-2024,East,0,702.21,10.5,73.77,51,Male,6,46-60,0.581325366,58.13,High
Toys,35.17,0,1,Credit Card,08-09-2025,13-09-2025,East,0,35.17,5.32,8.75,57,Female,5,46-60,0.462502165,46.25,Medium
Home,99.77,0.05,4,Debit Card,05-05-2024,09-05-2024,West,0,379.13,8.46,97.7,43,Male,4,36-45,0.454267358,45.43,Medium
Grocery,6.07,0,4,COD,26-10-2023,30-10-2023,North,0,24.28,2.97,-1.03,46,Female,4,46-60,0.137424241,13.74,Low
Home,162.82,0.3,1,Credit Card,01-05-2025,07-05-2025,East,0,113.97,6.94,24.97,49,Male,6,46-60,0.370779078,37.08,Medium
Electronics,87.56,0,4,Debit Card,20-10-2023,25-10-2023,South,0,350.24,8.19,33.84,20,Male,5,18-25,0.463122068,46.31,Medium
Fashion,10.27,0,3,Debit Card,31-12-2024,06-01-2025,South,0,30.81,4.17,6.61,32,Male,6,26-35,0.574310774,57.43,High
Home,30.03,0,1,PayPal,19-12-2024,24-12-2024,East,0,30.03,6.06,2.35,52,Female,5,46-60,0.428785722,42.88,Medium
Beauty,31.86,0.1,2,Credit Card,10-04-2024,15-04-2024,Central,0,57.35,5.52,20.29,51,Male,5,46-60,0.414083083,41.41,Medium
Electronics,610.12,0.05,1,PayPal,13-03-2025,16-03-2025,Central,0,579.61,8.1,61.45,31,Male,3,26-35,0.533269316,53.33,High
Home,111.18,0,2,UPI,14-06-2024,18-06-2024,North,0,222.36,7.68,54.58,66,Male,4,60+,0.476518924,47.65,Medium
Home,34.32,0,1,Credit Card,15-04-2024,19-04-2024,South,0,34.32,6.02,3.59,18,Male,4,18-25,0.486258787,48.63,Medium
Toys,10.08,0,1,UPI,05-03-2025,09-03-2025,Central,0,10.08,3.72,0.31,29,Female,4,26-35,0.374471419,37.45,Medium
Fashion,90.12,0,4,UPI,26-05-2024,02-06-2024,West,0,360.48,7.9,118.27,61,Other,7,60+,0.482213433,48.22,Medium
Home,104.62,0,1,UPI,06-02-2024,11-02-2024,South,0,104.62,8.12,21.17,49,Female,5,46-60,0.498068743,49.81,Medium
Home,88.98,0.05,1,UPI,19-06-2024,24-06-2024,South,0,84.53,7.87,15.8,21,Female,5,18-25,0.484627716,48.46,Medium
Beauty,29.36,0.1,1,PayPal,08-09-2025,14-09-2025,South,0,26.42,4.84,7.05,25,Female,6,18-25,0.478199952,47.82,Medium
Toys,10.62,0,1,Debit Card,06-11-2023,11-11-2023,South,0,10.62,2.48,1.77,26,Male,5,26-35,0.350632081,35.06,Low
Sports,10.42,0,1,Credit Card,21-11-2023,24-11-2023,Central,0,10.42,4.25,-1.12,22,Male,3,18-25,0.325230316,32.52,Low
Home,382.13,0,2,COD,11-01-2024,18-01-2024,South,0,764.26,10.5,203.49,44,Female,7,36-45,0.42508609,42.51,Medium
Beauty,33.38,0,1,Debit Card,31-08-2025,05-09-2025,North,0,33.38,5.89,9.13,55,Female,5,46-60,0.447632162,44.76,Medium
Fashion,160.9,0,1,Credit Card,25-11-2023,29-11-2023,North,0,160.9,6.78,49.54,33,Male,4,26-35,0.552611387,55.26,High
Electronics,666.65,0,1,Debit Card,24-05-2024,27-05-2024,Central,0,666.65,9.05,70.95,59,Male,3,46-60,0.492753501,49.28,Medium
Fashion,28.03,0,1,COD,28-08-2024,01-09-2024,South,0,28.03,6.15,3.66,24,Female,4,18-25,0.579044523,57.9,High
Home,72.65,0,1,Credit Card,24-06-2024,29-06-2024,West,0,72.65,8.45,11.89,68,Male,5,60+,0.449454352,44.95,Medium
Home,30.5,0,1,PayPal,13-05-2024,16-05-2024,North,0,30.5,6.89,1.65,56,Male,3,46-60,0.423075418,42.31,Medium
Sports,171.92,0.05,3,Credit Card,05-08-2025,11-08-2025,East,0,489.97,8.37,138.62,30,Female,6,26-35,0.466616942,46.66,Medium
Grocery,13.73,0,3,PayPal,12-02-2025,15-02-2025,Central,0,41.19,8.27,-4.97,50,Other,3,46-60,0.084516692,8.45,Low
Home,48.9,0.05,1,COD,17-01-2025,21-01-2025,South,0,46.46,6.6,6.41,50,Male,4,46-60,0.439074593,43.91,Medium
Electronics,1096.44,0.1,1,Debit Card,24-03-2024,29-03-2024,South,0,986.8,10.87,107.55,30,Female,5,26-35,0.560130586,56.01,High
Electronics,524.56,0.05,1,Credit Card,04-06-2025,07-06-2025,North,0,498.33,9.75,50.05,44,Male,3,36-45,0.58707762,58.71,High
Electronics,746.18,0,4,Credit Card,29-01-2024,01-02-2024,Central,0,2984.72,10.89,347.28,54,Male,3,46-60,0.370665182,37.07,Medium
Grocery,3.52,0.05,2,Credit Card,05-02-2024,08-02-2024,North,0,6.69,3.36,-2.82,60,Female,3,46-60,0.112291062,11.23,Low
Grocery,12.82,0,2,PayPal,15-10-2024,19-10-2024,West,0,25.64,3.28,-1.23,48,Female,4,46-60,0.207067405,20.71,Low
Electronics,1576.02,0.15,1,PayPal,12-08-2024,16-08-2024,West,0,1339.62,9.75,151,26,Male,4,26-35,0.479365633,47.94,Medium
Fashion,26.14,0.15,1,Credit Card,02-06-2024,06-06-2024,Central,0,22.22,2.88,4.9,23,Female,4,18-25,0.468098096,46.81,Medium
Sports,60.78,0,1,Credit Card,06-01-2025,09-01-2025,North,0,60.78,5.15,13.08,48,Female,3,46-60,0.370806709,37.08,Medium
Electronics,300.33,0.1,1,Credit Card,05-11-2023,09-11-2023,West,0,270.3,7.8,24.64,41,Male,4,36-45,0.581176561,58.12,High
Beauty,4.12,0,1,Credit Card,26-11-2023,02-12-2023,East,0,4.12,3.95,-2.1,29,Male,6,26-35,0.328370874,32.84,Low
Toys,7.03,0,1,Credit Card,28-12-2024,03-01-2025,South,0,7.03,2.63,0.18,28,Female,6,26-35,0.33220807,33.22,Low
Toys,9.67,0.3,1,Debit Card,12-08-2025,16-08-2025,West,0,6.77,4.25,-1.54,27,Female,4,26-35,0.23397567,23.4,Low
Sports,10.92,0,1,Credit Card,29-01-2025,01-02-2025,North,0,10.92,3.53,-0.25,68,Female,3,60+,0.340475441,34.05,Low
Electronics,173.31,0.05,4,PayPal,17-09-2024,23-09-2024,East,0,658.58,8.98,70.05,38,Male,6,36-45,0.55352093,55.35,High
Fashion,43.75,0.05,1,Debit Card,22-09-2024,25-09-2024,Central,0,41.56,4.85,9.7,59,Male,3,46-60,0.489808124,48.98,Medium
Grocery,1.26,0.1,2,PayPal,07-09-2024,14-09-2024,South,0,2.27,1.62,-1.44,27,Female,7,26-35,0.038988303,3.9,Low
Fashion,42.31,0,1,Debit Card,09-02-2025,17-02-2025,East,0,42.31,4.65,10.16,64,Male,8,60+,0.498245062,49.82,Medium
Home,221.76,0.15,4,Credit Card,26-09-2024,29-09-2024,Central,0,753.98,11.97,199.14,22,Male,3,18-25,0.310968473,31.1,Low
Fashion,12.76,0.05,1,Credit Card,10-03-2025,15-03-2025,North,0,12.12,4.12,0.12,68,Male,5,60+,0.528010931,52.8,High
Fashion,165.01,0.3,1,Credit Card,13-12-2024,17-12-2024,South,0,115.51,7.23,33.2,54,Female,4,46-60,0.360608594,36.06,Low
Fashion,31.36,0,3,Credit Card,19-05-2025,24-05-2025,South,0,94.08,8.28,24.65,50,Female,5,46-60,0.526529215,52.65,High
Fashion,33.36,0.05,1,UPI,20-01-2024,25-01-2024,South,0,31.69,4.78,6.31,32,Female,5,26-35,0.602844746,60.28,High
Toys,16.22,0,1,PayPal,11-11-2023,16-11-2023,West,0,16.22,3.53,2.96,18,Male,5,18-25,0.391514655,39.15,Medium
Electronics,212.34,0,2,Credit Card,17-04-2025,21-04-2025,Central,0,424.68,8.79,42.17,27,Male,4,26-35,0.511766251,51.18,High
Beauty,28.89,0.1,2,Credit Card,21-03-2025,25-03-2025,South,0,52,6.9,16.5,56,Female,4,46-60,0.444298303,44.43,Medium
Grocery,3.58,0,3,PayPal,24-08-2025,29-08-2025,South,0,10.74,2.8,-1.94,62,Male,5,60+,0.082218961,8.22,Low
Grocery,34.32,0.2,1,Credit Card,04-09-2025,08-09-2025,South,0,27.46,4.23,-2.03,29,Female,4,26-35,0.075175764,7.52,Low
Beauty,52.67,0.1,1,COD,12-11-2023,19-11-2023,East,0,47.4,5.03,16.3,40,Female,7,36-45,0.366874386,36.69,Medium
Fashion,55.89,0,1,Credit Card,01-01-2025,07-01-2025,East,0,55.89,5.59,13.97,31,Male,6,26-35,0.574765655,57.48,High
Fashion,81.58,0.15,1,Credit Card,18-10-2023,22-10-2023,South,0,69.34,9.05,15.22,44,Female,4,36-45,0.49053218,49.05,Medium
Sports,131.23,0,1,Credit Card,29-10-2024,03-11-2024,East,0,131.23,6.68,32.69,62,Female,5,60+,0.476872072,47.69,Medium
Grocery,9.47,0,1,COD,10-06-2025,13-06-2025,Central,0,9.47,2.96,-2.2,30,Female,3,26-35,0.084223736,8.42,Low
Electronics,104.96,0.05,1,UPI,06-01-2025,09-01-2025,North,0,99.71,6.02,5.95,53,Male,3,46-60,0.432280574,43.23,Medium
Toys,9.71,0,5,Credit Card,24-03-2024,28-03-2024,South,0,48.55,4.87,14.55,60,Other,4,46-60,0.333984567,33.4,Low
Electronics,751.45,0,1,COD,21-04-2025,25-04-2025,North,0,751.45,9.9,80.27,64,Male,4,60+,0.514996473,51.5,High
Fashion,58.9,0,1,COD,04-05-2025,08-05-2025,South,0,58.9,7.76,12.85,69,Male,4,60+,0.526361942,52.64,High
Beauty,52.11,0.15,1,Debit Card,29-06-2025,02-07-2025,North,0,44.29,5.54,14.39,30,Male,3,26-35,0.477289476,47.73,Medium
Fashion,108.37,0,1,Credit Card,04-02-2024,09-02-2024,South,0,108.37,7.1,30.83,27,Male,5,26-35,0.557673779,55.77,High
Sports,83.67,0,1,UPI,01-10-2023,05-10-2023,West,0,83.67,8.16,16.94,57,Male,4,46-60,0.458155675,45.82,Medium
Home,85.53,0.1,1,PayPal,10-09-2024,15-09-2024,West,0,76.98,5.21,16.34,19,Female,5,18-25,0.377890841,37.79,Medium
Fashion,32.58,0,1,PayPal,14-08-2025,19-08-2025,South,1,32.58,3.95,7.45,27,Male,5,26-35,0.621568338,62.16,High
Beauty,17.38,0.05,1,PayPal,26-08-2024,30-08-2024,West,0,16.51,1.43,6,21,Female,4,18-25,0.345201488,34.52,Low
Electronics,999.77,0.05,1,Debit Card,11-07-2024,15-07-2024,North,0,949.78,10.24,103.73,68,Female,4,60+,0.364309858,36.43,Medium
Sports,26.02,0.1,1,Credit Card,13-01-2024,19-01-2024,South,0,23.42,4.6,2.43,41,Female,6,36-45,0.393396173,39.34,Medium
Beauty,7.03,0.05,2,Debit Card,19-11-2023,24-11-2023,Central,0,13.36,4.01,2,20,Male,5,18-25,0.344432159,34.44,Low
Grocery,7.45,0,1,COD,23-12-2023,28-12-2023,East,0,7.45,3.3,-2.7,34,Male,5,26-35,0.192582068,19.26,Low
Electronics,576.14,0.1,2,Credit Card,23-04-2025,26-04-2025,North,0,1037.05,10.2,114.25,33,Female,3,26-35,0.471126579,47.11,Medium
Sports,198.02,0.05,1,Debit Card,25-09-2023,29-09-2023,South,0,188.12,9.25,47.19,20,Male,4,18-25,0.476734205,47.67,Medium
Fashion,90.83,0,1,Debit Card,07-09-2024,11-09-2024,West,0,90.83,7,24.79,31,Male,4,26-35,0.57241561,57.24,High
Home,124.85,0,1,Credit Card,14-09-2023,20-09-2023,West,0,124.85,8.18,26.78,22,Male,6,18-25,0.48202788,48.2,Medium
Fashion,100.87,0.05,2,Debit Card,28-07-2025,31-07-2025,Central,0,191.65,9.07,58.01,27,Female,3,26-35,0.459607258,45.96,Medium
Fashion,15.53,0,1,UPI,12-08-2025,17-08-2025,North,0,15.53,4.79,0.65,48,Other,5,46-60,0.538393794,53.84,High
Home,130.2,0.1,1,COD,17-11-2024,21-11-2024,South,0,117.18,6.8,26.01,33,Other,4,26-35,0.475808982,47.58,Medium
Electronics,179.45,0.1,1,Credit Card,04-12-2024,08-12-2024,North,0,161.5,7.03,12.35,64,Female,4,60+,0.484971203,48.5,Medium
Toys,8.27,0,1,UPI,22-10-2024,26-10-2024,West,0,8.27,2.17,1.14,41,Male,4,36-45,0.401763995,40.18,Medium
Grocery,2.38,0,1,Wallet,22-10-2023,29-10-2023,East,0,2.38,1.69,-1.5,58,Female,7,46-60,0.054957251,5.5,Low
Electronics,197.49,0.1,1,Credit Card,19-04-2024,23-04-2024,North,0,177.74,7.14,14.19,68,Female,4,60+,0.457073983,45.71,Medium
Toys,2.7,0,1,PayPal,20-08-2024,26-08-2024,East,1,2.7,1.76,-0.68,41,Female,6,36-45,0.527793493,52.78,High
Electronics,191.19,0.1,2,Credit Card,08-07-2025,11-07-2025,Central,0,344.14,7.85,33.45,32,Male,3,26-35,0.522212463,52.22,High
Toys,14.67,0,1,Debit Card,17-07-2024,21-07-2024,North,0,14.67,5.4,0.47,61,Female,4,60+,0.408820707,40.88,Medium
Beauty,13.85,0.15,4,Wallet,07-05-2024,12-05-2024,South,0,47.09,6.61,14.58,36,Female,5,36-45,0.357378092,35.74,Low
Fashion,77.52,0.2,2,Debit Card,18-10-2023,25-10-2023,North,0,124.03,7.63,35.78,30,Male,7,26-35,0.46833501,46.83,Medium
