category,price,discount,quantity,payment_method,order_date,delivered_date,region,returned,total_amount,shipping_cost,profit_margin,customer_age,customer_gender,delivery_days,return_probability,risk_score,risk_level
Fashion,29.1,0.0,2,Wallet,2025-07-20,2025-07-25,South,0,58.2,8.57,11.8,21,Female,5,0.506310982086069,50.63,High
Electronics,195.08,0.1,1,COD,2024-12-15,2024-12-19,North,0,175.57,8.42,12.65,62,Other,4,0.5262084243676349,52.62,High
Electronics,601.83,0.1,1,UPI,2023-09-28,2023-10-03,East,0,541.65,7.54,57.46,46,Female,5,0.5577221084284628,55.77,High
Fashion,9.11,0.05,2,Credit Card,2025-04-01,2025-04-05,Central,0,17.31,4.65,1.41,33,Male,4,0.5045820673696788,50.46,High
Electronics,219.63,0.0,1,Credit Card,2025-01-04,2025-01-07,Central,0,219.63,8.21,18.15,56,Male,3,0.5097680008935915,50.98,High
Fashion,34.92,0.0,2,UPI,2024-03-11,2024-03-15,Central,0,69.84,8.47,15.97,54,Male,4,0.5190501783373961,51.91,High
Home,207.98,0.0,1,Credit Card,2024-02-01,2024-02-05,West,1,207.98,6.85,51.38,19,Female,4,0.5089336806905013,50.89,High
Fashion,77.43,0.15,1,UPI,2023-10-22,2023-10-27,West,0,65.82,6.7,16.34,39,Female,5,0.5690835822694427,56.91,High
Fashion,28.81,0.0,2,UPI,2024-04-19,2024-04-23,North,0,57.62,6.52,13.65,46,Female,4,0.5685935124438736,56.86,High
Fashion,16.74,0.05,1,COD,2025-08-07,2025-08-11,North,0,15.9,4.07,1.49,66,Female,4,0.5781039038631596,57.81,High
Home,257.53,0.05,1,Credit Card,2025-07-09,2025-07-13,North,0,244.65,6.67,61.83,65,Male,4,0.5184071640669755,51.84,High
Fashion,58.61,0.0,1,UPI,2025-07-07,2025-07-12,West,0,58.61,5.55,14.96,49,Female,5,0.6045665172688675,60.46,High
Fashion,13.55,0.05,1,Credit Card,2024-12-19,2024-12-26,East,0,12.87,3.71,0.79,54,Male,7,0.5245985293836778,52.46,High
Electronics,189.21,0.0,2,Credit Card,2024-10-31,2024-11-04,North,0,378.42,9.23,36.18,56,Female,4,0.5168066887070271,51.68,High
Fashion,46.64,0.0,1,PayPal,2025-07-24,2025-07-29,South,0,46.64,5.84,10.48,34,Female,5,0.5675875102348121,56.76,High
Electronics,332.59,0.0,1,Credit Card,2024-12-25,2024-12-29,West,0,332.59,7.37,32.54,63,Female,4,0.542039047455753,54.2,High
Fashion,40.18,0.05,1,Wallet,2025-05-22,2025-05-28,South,0,38.17,5.92,7.44,30,Female,6,0.5290077760981494,52.9,High
Electronics,301.7,0.0,1,Debit Card,2025-07-29,2025-08-03,South,0,301.7,10.5,25.7,29,Male,5,0.5465979798057036,54.66,High
Home,209.77,0.0,1,PayPal,2024-02-05,2024-02-11,East,1,209.77,8.41,50.33,43,Male,6,0.5175886136806449,51.76,High
Electronics,424.35,0.0,1,Debit Card,2024-12-30,2025-01-03,Central,0,424.35,8.92,42.0,31,Female,4,0.5357156033495699,53.57,High
Fashion,34.8,0.0,2,Debit Card,2025-02-25,2025-03-01,North,0,69.6,5.63,18.73,24,Female,4,0.5707474673156576,57.07,High
Electronics,118.98,0.05,4,COD,2023-10-10,2023-10-16,South,1,452.12,8.32,45.93,68,Female,6,0.558271018159607,55.83,High
Fashion,121.45,0.0,1,Debit Card,2025-07-05,2025-07-12,West,0,121.45,6.3,36.21,38,Male,7,0.5558829299213194,55.59,High
Fashion,10.47,0.0,4,Debit Card,2023-10-04,2023-10-09,South,0,41.88,5.66,9.0,63,Female,5,0.522154069973393,52.22,High
Electronics,62.89,0.1,1,UPI,2025-05-12,2025-05-17,South,1,56.6,6.97,-0.18,36,Female,5,0.5967066606593632,59.67,High
Fashion,14.89,0.0,1,Debit Card,2024-11-05,2024-11-09,West,0,14.89,3.68,1.53,64,Female,4,0.6107267978732721,61.07,High
Electronics,222.63,0.1,1,Credit Card,2024-07-16,2024-07-21,East,0,200.37,10.22,13.82,60,Other,5,0.51165223800174,51.17,High
Electronics,468.56,0.15,2,Debit Card,2024-12-02,2024-12-09,East,0,796.55,9.5,86.09,44,Female,7,0.5202882302781177,52.03,High
Electronics,384.02,0.0,1,Credit Card,2024-12-29,2025-01-03,Central,0,384.02,8.57,37.51,29,Male,5,0.5383638958567633,53.84,High
Home,220.5,0.0,1,Credit Card,2023-11-11,2023-11-16,East,0,220.5,7.41,54.33,36,Male,5,0.501004975843195,50.1,High
Fashion,84.13,0.0,1,PayPal,2024-01-21,2024-01-24,North,0,84.13,6.77,22.68,45,Female,3,0.5711076544227924,57.11,High
Electronics,394.09,0.15,1,COD,2024-09-12,2024-09-15,North,0,334.98,8.45,31.75,39,Female,3,0.5348838756674685,53.49,High
Fashion,56.98,0.0,1,Debit Card,2024-10-28,2024-10-31,North,0,56.98,6.15,13.79,69,Female,3,0.5518837526883297,55.19,High
Fashion,16.91,0.05,1,Credit Card,2024-07-06,2024-07-13,East,0,16.06,4.46,1.16,53,Female,7,0.5155382793829836,51.55,High
Fashion,37.49,0.0,4,Debit Card,2024-12-02,2024-12-07,South,0,149.96,7.67,44.82,62,Female,5,0.5693054690107798,56.93,High
Electronics,374.57,0.05,2,Credit Card,2024-01-25,2024-01-31,East,1,711.68,8.0,77.4,64,Male,6,0.5943057427453496,59.43,High
Electronics,328.58,0.0,4,Credit Card,2024-05-21,2024-05-26,South,0,1314.32,9.11,148.61,66,Male,5,0.512904560125746,51.29,High
Electronics,299.43,0.0,1,Credit Card,2025-09-09,2025-09-13,West,0,299.43,8.45,27.48,21,Female,4,0.5317164338469064,53.17,High
Fashion,17.71,0.0,1,Debit Card,2025-09-05,2025-09-10,East,0,17.71,5.93,0.27,50,Male,5,0.5403733318704297,54.04,High
Electronics,93.88,0.0,4,COD,2025-04-25,2025-04-30,East,0,375.52,10.09,34.97,20,Female,5,0.5242114896556447,52.42,High
Fashion,19.71,0.15,1,Credit Card,2023-11-24,2023-11-28,North,0,16.75,3.93,1.93,67,Female,4,0.5690161773450633,56.9,High
Fashion,15.03,0.0,1,Credit Card,2025-01-03,2025-01-10,East,0,15.03,4.32,0.94,23,Male,7,0.5679350112147106,56.79,High
Fashion,26.69,0.0,1,Debit Card,2024-10-24,2024-10-30,East,0,26.69,6.72,2.62,27,Female,6,0.5478326390913005,54.78,High
Fashion,111.43,0.0,2,Credit Card,2025-08-01,2025-08-04,North,0,222.86,7.03,70.97,65,Female,3,0.5022991544755028,50.23,High
Electronics,425.84,0.05,1,PayPal,2023-12-15,2023-12-20,North,0,404.55,9.79,38.76,20,Other,5,0.5452871763018967,54.53,High
Fashion,38.28,0.05,1,UPI,2024-07-12,2024-07-16,West,0,36.37,6.14,6.59,50,Male,4,0.5607918708967283,56.08,High
Electronics,267.17,0.0,1,PayPal,2024-04-30,2024-05-05,South,0,267.17,6.9,25.16,34,Male,5,0.511300526368447,51.13,High
Electronics,79.96,0.05,3,Wallet,2024-07-20,2024-07-26,South,0,227.89,8.51,18.84,26,Male,6,0.5129207302488907,51.29,High
Fashion,57.54,0.0,1,Credit Card,2025-07-12,2025-07-20,West,1,57.54,5.47,14.67,61,Female,8,0.6390188120830929,63.9,High
Fashion,88.02,0.0,1,Credit Card,2024-11-19,2024-11-25,North,0,88.02,5.39,25.42,48,Male,6,0.5465610647953494,54.66,High
Electronics,151.0,0.0,1,PayPal,2024-11-03,2024-11-07,Central,0,151.0,7.39,10.73,54,Male,4,0.5136335776518013,51.36,High
Electronics,421.12,0.1,3,PayPal,2025-04-23,2025-04-28,East,0,1137.02,10.49,125.95,34,Male,5,0.5058090030479003,50.58,High
Fashion,112.39,0.0,3,Debit Card,2024-12-13,2024-12-18,East,0,337.17,9.13,108.88,56,Male,5,0.5000201529813535,50.0,High
Beauty,73.46,0.15,1,COD,2024-02-15,2024-02-20,East,0,62.44,7.3,20.8,33,Female,5,0.5185667785645819,51.86,High
Home,109.46,0.0,2,UPI,2025-04-07,2025-04-13,East,0,218.92,9.65,51.65,43,Female,6,0.5041734841397663,50.42,High
Sports,150.8,0.15,1,Credit Card,2025-01-05,2025-01-11,South,0,128.18,7.89,30.56,45,Female,6,0.5005679564874069,50.06,High
Fashion,116.53,0.0,1,Credit Card,2023-09-27,2023-10-04,Central,0,116.53,6.79,34.0,30,Male,7,0.5121349619428954,51.21,High
Electronics,419.94,0.1,1,Credit Card,2023-10-30,2023-11-02,North,0,377.95,10.54,34.81,21,Female,3,0.538258658180895,53.83,High
Electronics,399.92,0.0,2,Credit Card,2024-04-14,2024-04-18,North,0,799.84,10.02,85.96,59,Male,4,0.5265896673572474,52.66,High
Electronics,768.75,0.05,1,Debit Card,2023-12-29,2024-01-02,South,0,730.31,9.58,78.06,21,Female,4,0.6068766180473427,60.69,High
Fashion,77.07,0.0,1,PayPal,2024-10-20,2024-10-25,East,0,77.07,6.36,20.61,29,Female,5,0.575414090454581,57.54,High
Electronics,266.13,0.0,1,Credit Card,2023-12-01,2023-12-04,Central,0,266.13,8.44,23.5,42,Male,3,0.5369229292305672,53.69,High
Fashion,33.6,0.05,1,Credit Card,2024-05-24,2024-05-30,South,0,31.92,3.48,7.69,34,Other,6,0.6007257395387214,60.07,High
Fashion,37.55,0.0,1,Credit Card,2024-10-09,2024-10-15,Central,0,37.55,6.27,6.87,25,Female,6,0.5804037532497784,58.04,High
Electronics,187.07,0.0,3,Credit Card,2025-08-17,2025-08-23,East,0,561.21,10.27,57.08,38,Female,6,0.561970832977129,56.2,High
Fashion,39.68,0.0,1,Credit Card,2024-06-07,2024-06-11,South,0,39.68,5.65,8.24,46,Female,4,0.5789372785134408,57.89,High
Home,137.8,0.0,1,Debit Card,2024-04-29,2024-05-03,West,0,137.8,7.26,31.32,23,Female,4,0.49963797475894445,49.96,High
Home,109.45,0.0,1,Debit Card,2023-10-07,2023-10-10,Central,0,109.45,6.62,24.03,65,Female,3,0.501180437862702,50.12,High
Electronics,252.67,0.0,1,Credit Card,2024-10-10,2024-10-15,South,0,252.67,8.63,21.69,49,Female,5,0.5367424572082813,53.67,High
Fashion,95.18,0.1,1,Debit Card,2024-12-10,2024-12-13,Central,1,85.66,6.02,23.96,19,Male,3,0.5979397402810429,59.79,High
Fashion,32.03,0.05,1,Credit Card,2023-12-05,2023-12-10,West,0,30.43,6.17,4.48,59,Male,5,0.564071649436331,56.41,High
Electronics,389.41,0.0,1,Debit Card,2024-05-04,2024-05-10,South,0,389.41,8.16,38.57,20,Male,6,0.5087839664007129,50.88,High
Electronics,964.4,0.0,1,COD,2024-12-25,2024-12-28,North,1,964.4,10.14,105.59,59,Male,3,0.5302773353971766,53.03,High
Fashion,25.58,0.0,2,Credit Card,2024-01-29,2024-02-03,Central,0,51.16,4.18,13.73,55,Male,5,0.5442509256266921,54.43,High
Electronics,565.75,0.0,1,Credit Card,2025-01-24,2025-01-28,West,0,565.75,10.58,57.31,49,Female,4,0.5226633898716788,52.27,High
Electronics,783.79,0.05,2,Debit Card,2024-11-28,2024-12-02,South,0,1489.2,9.84,168.86,42,Male,4,0.5333769775568766,53.34,High
Home,142.63,0.0,1,Debit Card,2024-06-01,2024-06-05,Central,0,142.63,7.55,32.39,23,Female,4,0.5031548889080831,50.32,High
Sports,80.07,0.05,1,Wallet,2024-03-30,2024-04-02,Central,1,76.07,6.96,15.86,61,Female,3,0.5185841294929538,51.86,High
Electronics,290.39,0.0,1,Credit Card,2024-07-14,2024-07-18,North,0,290.39,9.37,25.48,54,Female,4,0.5406794272732189,54.07,High
Electronics,471.73,0.0,1,Credit Card,2025-07-31,2025-08-06,East,0,471.73,8.0,48.61,61,Male,6,0.5585972171973467,55.86,High
Fashion,17.96,0.0,2,Credit Card,2025-06-24,2025-06-30,South,0,35.92,5.52,7.05,25,Male,6,0.577786831974793,57.78,High
Fashion,110.08,0.1,2,Credit Card,2024-05-02,2024-05-08,East,0,198.14,9.18,60.17,43,Female,6,0.5051744921983005,50.52,High
Electronics,389.97,0.1,1,Debit Card,2025-07-27,2025-07-31,South,0,350.97,8.49,33.63,44,Male,4,0.598680043179477,59.87,High
Home,145.49,0.0,1,Debit Card,2023-11-28,2023-12-01,North,0,145.49,7.04,33.7,62,Male,3,0.513518574225502,51.35,High
Electronics,490.73,0.0,1,Debit Card,2025-02-04,2025-02-10,West,0,490.73,10.17,48.72,37,Female,6,0.5629809787918935,56.3,High
Fashion,105.87,0.1,1,Credit Card,2024-05-04,2024-05-08,North,0,95.28,6.74,26.61,57,Male,4,0.528558690508688,52.86,High
Beauty,169.82,0.0,1,Debit Card,2024-04-15,2024-04-20,East,0,169.82,8.02,68.4,34,Female,5,0.5014106470873058,50.14,High
Fashion,48.99,0.0,3,Debit Card,2024-07-09,2024-07-14,East,0,146.97,8.7,42.74,43,Female,5,0.5172448036729487,51.72,High
Electronics,310.77,0.0,3,PayPal,2025-06-21,2025-06-26,North,0,932.31,11.73,100.15,55,Female,5,0.5155441660548125,51.55,High
Electronics,275.49,0.0,4,Debit Card,2023-11-01,2023-11-07,South,0,1101.96,9.19,123.05,64,Female,6,0.5101080874885554,51.01,High
Electronics,242.92,0.05,1,Credit Card,2024-11-13,2024-11-19,East,0,230.77,9.78,17.91,58,Female,6,0.5555744165278462,55.56,High
Fashion,31.24,0.05,1,Credit Card,2025-07-21,2025-07-24,North,0,29.68,5.04,5.35,54,Female,3,0.536106299682831,53.61,High
Fashion,49.14,0.0,1,Debit Card,2024-08-05,2024-08-08,North,0,49.14,7.44,9.76,26,Female,3,0.5191816917647057,51.92,High
Fashion,126.54,0.0,1,Credit Card,2025-06-27,2025-07-02,East,1,126.54,6.86,37.43,65,Female,5,0.6381499696211632,63.81,High
Electronics,1013.67,0.1,1,Debit Card,2024-11-12,2024-11-16,South,0,912.3,11.72,97.76,54,Female,4,0.554263580524107,55.43,High
Fashion,57.65,0.15,1,Credit Card,2024-06-29,2024-07-03,North,0,49.0,5.45,11.7,39,Female,4,0.5079281516741004,50.79,High
Fashion,27.19,0.0,1,Credit Card,2025-02-05,2025-02-11,South,0,27.19,4.45,5.07,50,Female,6,0.5587543749554134,55.88,High
Electronics,205.36,0.0,1,Credit Card,2025-04-20,2025-04-25,North,0,205.36,7.96,16.68,19,Male,5,0.5067842875860505,50.68,High
Fashion,88.0,0.1,1,Credit Card,2025-08-13,2025-08-18,South,0,79.2,7.63,20.09,46,Female,5,0.5550451751501939,55.5,High
Electronics,268.02,0.0,3,Credit Card,2025-06-17,2025-06-22,West,0,804.06,10.13,86.36,41,Female,5,0.5010573207452068,50.11,High
Home,232.13,0.1,2,Debit Card,2023-09-12,2023-09-16,Central,0,417.83,9.24,107.75,56,Male,4,0.5132579276849918,51.33,High
Fashion,20.45,0.0,1,Wallet,2025-07-17,2025-07-22,South,0,20.45,4.75,2.41,53,Female,5,0.5659406584037465,56.59,High
Fashion,48.31,0.0,1,Credit Card,2025-03-19,2025-03-24,South,0,48.31,5.98,10.93,29,Female,5,0.5553758420667517,55.54,High
Home,152.68,0.0,1,Credit Card,2024-06-25,2024-06-29,South,0,152.68,7.47,35.28,31,Female,4,0.506482313190252,50.65,High
Electronics,204.48,0.0,1,Credit Card,2023-09-24,2023-10-01,East,0,204.48,8.25,16.29,61,Male,7,0.5399542400249228,54.0,High
Fashion,87.13,0.15,1,COD,2024-06-28,2024-07-03,South,0,74.06,6.24,19.68,32,Male,5,0.5061264525351656,50.61,High
Home,311.5,0.05,1,Credit Card,2024-05-07,2024-05-12,West,0,295.92,7.05,75.81,19,Female,5,0.5093635333065601,50.94,High
Fashion,15.5,0.0,1,Debit Card,2024-05-30,2024-06-04,East,0,15.5,4.73,0.69,26,Female,5,0.5758327721696695,57.58,High
Fashion,43.7,0.0,1,Wallet,2025-06-02,2025-06-07,East,0,43.7,5.41,9.88,59,Female,5,0.5841106782558858,58.41,High
Electronics,296.96,0.1,1,PayPal,2024-12-23,2024-12-27,Central,0,267.26,7.85,24.22,39,Male,4,0.5710645793708118,57.11,High
Electronics,389.63,0.2,1,UPI,2023-11-14,2023-11-18,North,0,311.7,7.84,29.56,32,Female,4,0.5075747735632574,50.76,High
Electronics,405.47,0.1,1,Credit Card,2024-10-21,2024-10-27,South,0,364.92,8.52,35.27,58,Female,6,0.5489481726284868,54.89,High
Fashion,26.98,0.1,1,Credit Card,2024-03-18,2024-03-23,North,0,24.28,5.23,3.27,22,Female,5,0.5186162128362375,51.86,High
Fashion,38.42,0.0,1,UPI,2024-06-10,2024-06-14,Central,1,38.42,5.47,7.98,26,Female,4,0.6156620534438698,61.57,High
Fashion,24.49,0.0,1,Debit Card,2023-11-05,2023-11-09,North,0,24.49,5.71,2.86,54,Male,4,0.5720245031301444,57.2,High
Fashion,109.06,0.0,2,Credit Card,2025-05-11,2025-05-16,East,0,218.12,7.9,68.44,65,Female,5,0.5757247207371566,57.57,High
Sports,236.62,0.05,1,Credit Card,2024-12-11,2024-12-15,North,0,224.79,8.21,59.23,24,Male,4,0.5263849189141956,52.64,High
Electronics,217.99,0.1,2,UPI,2024-08-11,2024-08-17,East,0,392.38,8.92,38.17,34,Female,6,0.5756683251018729,57.57,High
Electronics,100.67,0.0,1,PayPal,2025-01-10,2025-01-15,South,0,100.67,8.02,4.06,55,Female,5,0.5213538133550496,52.14,High
Fashion,24.81,0.0,2,Debit Card,2024-11-26,2024-11-30,South,0,49.62,6.58,10.79,61,Male,4,0.5480086069590571,54.8,High
Electronics,212.86,0.0,1,Credit Card,2024-04-25,2024-04-28,North,0,212.86,7.78,17.76,41,Male,3,0.5188705892248123,51.89,High
Home,164.8,0.0,1,UPI,2024-01-20,2024-01-25,South,0,164.8,7.12,39.02,59,Female,5,0.5160331797871526,51.6,High
Fashion,29.45,0.05,1,Debit Card,2025-02-23,2025-02-27,South,0,27.98,5.6,4.19,58,Male,4,0.5542122362914743,55.42,High
Fashion,17.18,0.0,1,Debit Card,2024-08-25,2024-08-30,South,0,17.18,3.81,2.2,51,Female,5,0.5744426107879083,57.44,High
Home,374.34,0.0,2,Debit Card,2025-05-18,2025-05-21,North,1,748.68,6.81,202.82,59,Female,3,0.5025347402519781,50.25,High
Fashion,30.06,0.0,1,Debit Card,2024-02-16,2024-02-22,East,1,30.06,3.19,7.33,38,Male,6,0.6273756261838063,62.74,High
Home,139.55,0.1,3,PayPal,2025-06-14,2025-06-19,East,0,376.78,9.22,96.28,38,Female,5,0.5494880214995511,54.95,High
Fashion,18.0,0.05,1,Credit Card,2023-12-29,2024-01-03,East,0,17.1,4.92,1.07,52,Female,5,0.5128948338747843,51.29,High
Fashion,34.55,0.05,1,COD,2025-05-24,2025-05-30,South,0,32.82,3.96,7.53,28,Female,6,0.5907595387663236,59.08,High
Fashion,62.69,0.0,1,Wallet,2024-10-10,2024-10-17,East,0,62.69,6.9,15.04,38,Male,7,0.585198056407438,58.52,High
Electronics,230.26,0.0,1,PayPal,2024-11-28,2024-12-02,North,0,230.26,7.52,20.11,33,Male,4,0.5211933880426219,52.12,High
Home,126.84,0.0,1,UPI,2024-04-30,2024-05-06,Central,0,126.84,7.28,28.24,52,Other,6,0.5080500726875737,50.81,High
Electronics,268.76,0.2,1,Debit Card,2024-04-03,2024-04-09,East,0,215.01,8.2,17.6,29,Female,6,0.504352513726753,50.44,High
Home,226.67,0.05,1,Credit Card,2025-06-07,2025-06-13,North,0,215.34,7.0,53.3,58,Female,6,0.5346699421093599,53.47,High
Fashion,31.07,0.0,1,Debit Card,2025-03-02,2025-03-07,South,0,31.07,3.78,7.09,36,Female,5,0.6166225599487035,61.66,High
Fashion,39.59,0.0,1,COD,2025-05-23,2025-05-27,Central,0,39.59,4.67,9.19,56,Male,4,0.5353457405300064,53.53,High
Fashion,185.81,0.0,1,Debit Card,2024-07-19,2024-07-25,West,0,185.81,9.18,55.85,54,Female,6,0.500783745308882,50.08,High
Home,193.68,0.0,1,Credit Card,2024-11-21,2024-11-25,South,0,193.68,9.9,44.33,60,Male,4,0.5170530157127051,51.71,High
Fashion,27.4,0.0,1,PayPal,2024-02-05,2024-02-11,East,0,27.4,4.87,4.72,55,Male,6,0.5553581405206334,55.54,High
Electronics,146.56,0.0,2,Credit Card,2024-05-25,2024-05-30,West,0,293.12,9.09,26.08,27,Female,5,0.49925232215844045,49.93,High
Fashion,25.7,0.0,2,COD,2025-01-28,2025-02-03,South,0,51.4,6.12,11.87,29,Female,6,0.5617611241374917,56.18,High
Sports,83.67,0.1,1,Credit Card,2024-03-07,2024-03-10,Central,0,75.3,7.1,15.49,59,Female,3,0.5248655068226832,52.49,High
Fashion,22.45,0.1,2,PayPal,2025-02-13,2025-02-18,North,0,40.41,5.93,8.21,42,Female,5,0.5239763477417623,52.4,High
Electronics,111.74,0.1,1,Credit Card,2023-10-09,2023-10-15,East,0,100.57,7.45,4.62,48,Other,6,0.5550724489382133,55.51,High
Electronics,190.14,0.1,1,Debit Card,2025-09-04,2025-09-08,Central,0,171.13,8.74,11.8,34,Female,4,0.5022122114541908,50.22,High
Electronics,268.85,0.0,1,Debit Card,2024-04-06,2024-04-11,North,0,268.85,8.35,23.91,59,Female,5,0.5327052333886768,53.27,High
Home,162.63,0.0,1,PayPal,2025-06-15,2025-06-19,West,0,162.63,7.92,37.62,29,Female,4,0.5124293602290834,51.24,High
Home,178.88,0.05,1,COD,2024-05-30,2024-06-04,East,0,169.94,8.41,39.17,41,Female,5,0.5492056295149318,54.92,High
Fashion,26.44,0.0,1,Debit Card,2025-04-08,2025-04-11,Central,0,26.44,4.67,4.58,67,Male,3,0.5204059852898493,52.04,High
Fashion,24.86,0.0,2,COD,2025-06-26,2025-06-29,Central,0,49.72,6.96,10.44,33,Other,3,0.548525561117295,54.85,High
Electronics,99.15,0.2,1,Debit Card,2024-10-05,2024-10-11,South,0,79.32,6.16,3.36,64,Male,6,0.5122601220714124,51.23,High
Electronics,233.66,0.0,1,Credit Card,2025-01-30,2025-02-06,West,0,233.66,8.79,19.25,50,Female,7,0.521499078728122,52.15,High
Electronics,577.84,0.15,1,Credit Card,2025-04-20,2025-04-25,South,0,491.16,8.6,50.34,59,Female,5,0.5490562100164493,54.91,High
Electronics,304.5,0.05,2,Credit Card,2024-07-30,2024-08-03,West,0,578.55,8.0,61.43,48,Male,4,0.5702944620959436,57.03,High
Fashion,27.63,0.0,1,Debit Card,2024-12-26,2024-12-29,North,0,27.63,5.69,3.98,57,Female,3,0.5641618453985462,56.42,High
Fashion,37.83,0.0,1,PayPal,2024-02-08,2024-02-13,East,0,37.83,3.57,9.67,31,Male,5,0.5507661593937666,55.08,High
Fashion,47.06,0.0,2,PayPal,2024-07-03,2024-07-08,East,0,94.12,6.71,26.23,36,Female,5,0.5486282860512307,54.86,High
Home,37.98,0.05,1,Debit Card,2025-06-13,2025-06-18,West,1,36.08,4.94,5.16,20,Female,5,0.5558912891466243,55.59,High
Fashion,30.05,0.0,1,Credit Card,2024-08-11,2024-08-18,South,0,30.05,4.48,6.04,35,Male,7,0.5717946999154369,57.18,High
Electronics,226.25,0.0,1,COD,2023-12-13,2023-12-19,East,1,226.25,9.0,18.15,65,Female,6,0.5883092567704717,58.83,High
Electronics,1374.02,0.0,1,Credit Card,2025-06-14,2025-06-18,South,0,1374.02,9.42,155.46,55,Female,4,0.5312923075205223,53.13,High
Home,158.58,0.0,1,Credit Card,2024-09-21,2024-09-25,West,0,158.58,7.81,36.59,63,Female,4,0.5282915581455481,52.83,High
Electronics,61.96,0.0,1,UPI,2024-11-18,2024-11-22,North,1,61.96,5.54,1.9,65,Male,4,0.5845162549111306,58.45,High
Fashion,120.87,0.0,1,Debit Card,2023-09-14,2023-09-19,East,0,120.87,8.5,33.8,66,Female,5,0.576612185981916,57.66,High
Electronics,1379.86,0.0,1,PayPal,2025-02-09,2025-02-14,East,0,1379.86,9.92,155.66,47,Male,5,0.526054302986073,52.61,High
Beauty,12.43,0.05,1,COD,2024-07-05,2024-07-09,West,0,11.81,4.08,1.23,48,Female,4,0.5059198256466793,50.59,High
Electronics,885.62,0.0,1,COD,2025-02-24,2025-03-03,South,1,885.62,9.85,96.42,55,Female,7,0.5409299679564439,54.09,High
Electronics,272.27,0.0,2,Credit Card,2023-12-30,2024-01-04,South,0,544.54,8.72,56.62,28,Female,5,0.5248221125011999,52.48,High
Home,284.55,0.1,1,Credit Card,2025-08-28,2025-09-03,East,1,256.1,8.73,62.98,29,Female,6,0.5501716920474726,55.02,High
Electronics,298.41,0.0,1,Credit Card,2024-09-23,2024-10-01,East,0,298.41,9.15,26.66,22,Female,8,0.5352760086283608,53.53,High
Electronics,169.35,0.3,1,Credit Card,2024-02-20,2024-02-25,West,1,118.54,7.25,6.97,64,Male,5,0.5395895812985041,53.96,High
Beauty,75.13,0.1,1,Credit Card,2024-04-07,2024-04-11,North,0,67.62,7.52,22.91,21,Male,4,0.5224620055797101,52.25,High
Electronics,284.68,0.0,1,Wallet,2025-08-17,2025-08-21,West,0,284.68,9.16,25.0,27,Female,4,0.5529504837687922,55.3,High
Fashion,37.56,0.05,1,UPI,2025-06-23,2025-06-28,West,0,35.68,5.52,6.97,47,Male,5,0.5780293822203991,57.8,High
Fashion,66.57,0.05,1,PayPal,2024-05-04,2024-05-09,South,0,63.24,7.12,15.01,35,Female,5,0.5374055987490548,53.74,High
Fashion,32.19,0.0,2,Credit Card,2024-04-06,2024-04-09,North,0,64.38,5.67,16.86,33,Male,3,0.5582914285866241,55.83,High
Fashion,41.82,0.0,1,UPI,2025-04-05,2025-04-12,East,0,41.82,5.73,8.91,30,Male,7,0.5662477465520488,56.62,High
Toys,13.64,0.15,1,Credit Card,2025-05-25,2025-05-31,West,1,11.59,4.76,-0.12,61,Female,6,0.5096851939470038,50.97,High
Electronics,172.67,0.1,4,Credit Card,2025-05-14,2025-05-19,East,0,621.61,9.43,65.16,54,Female,5,0.5477035078102309,54.77,High
Home,186.84,0.0,1,UPI,2025-08-16,2025-08-21,East,0,186.84,9.02,43.3,63,Female,5,0.5358099792814329,53.58,High
Sports,149.14,0.0,1,Credit Card,2024-05-29,2024-06-05,South,1,149.14,7.65,37.09,53,Female,7,0.5073673923081597,50.74,High
Electronics,300.66,0.1,1,Credit Card,2025-06-10,2025-06-14,North,0,270.59,7.73,24.74,55,Male,4,0.5725476877240069,57.25,High
Fashion,51.73,0.0,1,Wallet,2024-09-01,2024-09-07,South,0,51.73,6.02,12.09,38,Female,6,0.5809460434203546,58.09,High
Fashion,80.5,0.0,3,PayPal,2024-05-03,2024-05-10,West,0,241.5,6.72,77.8,51,Male,7,0.5004774663034992,50.05,High
Electronics,365.16,0.0,1,UPI,2024-06-16,2024-06-22,North,0,365.16,9.43,34.39,20,Male,6,0.5027076797323147,50.27,High
Fashion,17.91,0.05,2,UPI,2025-04-29,2025-05-06,East,0,34.03,6.34,5.57,41,Male,7,0.5087574533516345,50.88,High
Fashion,91.55,0.0,1,Debit Card,2025-09-10,2025-09-14,South,0,91.55,7.38,24.66,34,Male,4,0.5851002960377586,58.51,High
Fashion,209.51,0.05,1,Credit Card,2024-02-18,2024-02-22,North,1,199.03,7.3,62.36,60,Male,4,0.57669627605371,57.67,High
Electronics,157.26,0.0,1,Debit Card,2025-01-08,2025-01-13,North,1,157.26,7.55,11.32,28,Male,5,0.5053762784493518,50.54,High
Home,173.6,0.05,1,Debit Card,2025-06-25,2025-06-29,West,0,164.92,9.81,36.37,25,Female,4,0.5250768430904319,52.51,High
Home,326.21,0.05,1,Credit Card,2025-04-05,2025-04-11,East,0,309.9,8.37,78.4,51,Male,6,0.5289700359649097,52.9,High
Beauty,90.92,0.0,1,UPI,2025-06-05,2025-06-10,South,0,90.92,6.63,34.28,29,Male,5,0.5016718471818826,50.17,High
Electronics,234.99,0.0,1,COD,2024-07-13,2024-07-18,East,1,234.99,6.62,21.58,62,Male,5,0.5572913942222543,55.73,High
